ID;Year_Birth; Income ;Dt_Customer;Country;transaction_date;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;Total_Purchases;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain
5735;1991;90638;2014-02-13;Spain;2014-05-22;1156;120;915;94;144;96;2525;1;3;4;10;1;0;0;1;0;0;0;0
5350;1991;90638;2014-02-13;Saudi Arabia;2014-06-09;1156;120;915;94;144;96;2525;1;3;4;10;1;0;0;1;0;0;1;0
10133;1970;93790;2014-02-12;Canada;2014-05-23;1302;68;731;89;114;45;2349;0;6;7;12;2;0;1;1;1;0;1;0
3334;1951;94642;2014-02-12;Spain;2014-06-11;879;143;797;106;143;143;2211;0;5;7;9;1;0;0;1;1;0;0;0
6384;1978;71022;2014-02-11;USA;2014-02-26;909;12;278;0;12;242;1453;3;5;2;11;8;1;0;0;0;0;0;0
2008;1978;77583;2014-02-10;Saudi Arabia;2014-05-01;372;23;384;250;12;108;1149;1;4;5;9;2;0;0;0;1;0;0;0
9597;1969;73448;2014-02-10;Canada;2014-06-19;236;106;189;23;41;130;725;1;7;2;9;4;0;0;0;0;0;0;0
538;1989;46107;2014-02-10;Saudi Arabia;2014-05-10;31;9;27;16;9;33;125;1;1;1;4;3;0;0;0;0;0;0;0
10281;1970;64713;2014-02-07;Australia;2014-06-11;180;60;241;13;54;54;602;2;5;5;7;4;0;0;0;0;0;1;0
9240;1971;60504;2014-02-07;Spain;2014-06-20;458;0;24;6;4;34;526;2;6;2;8;6;0;0;0;0;0;0;0
1139;1984;73356;2014-02-06;Spain;2014-03-13;1050;14;322;0;14;112;1512;1;5;11;5;2;1;0;1;1;0;1;0
2666;1972;76234;2014-02-06;Canada;2014-03-25;519;50;167;130;0;41;907;1;8;3;11;3;0;1;0;0;0;0;0
10469;1981;88325;2014-02-05;India;2014-05-25;519;71;860;93;27;53;1623;1;6;2;9;2;0;0;0;0;0;0;0
7861;1952;77027;2014-02-05;Spain;2014-04-08;820;57;242;45;0;11;1175;2;8;3;6;4;0;0;0;0;0;0;0
3066;1975;61905;2014-02-04;Saudi Arabia;2014-02-25;167;0;43;6;2;13;231;2;4;2;4;5;0;0;0;0;0;0;0
10286;1962;83715;2014-02-03;Saudi Arabia;2014-06-01;318;8;407;150;35;8;926;1;2;8;13;0;0;0;0;0;0;0;0
10981;1988;84219;2014-02-02;Saudi Arabia;2014-02-09;434;137;400;45;137;45;1198;1;3;4;10;1;0;0;0;0;0;0;0
486;1988;84219;2014-02-02;Canada;2014-04-06;434;137;400;45;137;45;1198;1;3;4;10;1;0;0;0;0;0;0;0
2295;1954;62670;2014-02-02;Saudi Arabia;2014-05-12;539;30;92;80;46;38;825;1;5;3;13;3;0;0;0;0;0;0;0
4603;1960;65695;2014-01-31;Spain;2014-02-15;371;32;189;0;58;6;656;2;5;4;10;4;0;0;0;0;0;0;0
4741;1974;65463;2014-01-30;Spain;2014-04-02;391;32;70;21;32;16;562;2;6;2;9;5;0;1;0;0;0;0;0
4073;1954;63564;2014-01-29;Germany;2014-02-19;769;80;252;15;34;65;1215;1;10;10;7;6;1;0;0;0;0;1;0
1381;1982;38513;2014-01-28;Spain;2014-04-25;172;3;115;16;0;18;324;5;6;1;5;8;0;0;0;0;0;1;0
8594;1958;50520;2014-01-28;Spain;2014-04-25;112;0;6;2;1;14;135;2;3;1;3;6;0;0;0;0;0;0;0
5232;1965;69139;2014-01-27;Spain;2014-04-16;86;12;75;33;15;6;227;1;4;1;5;4;0;0;0;0;0;0;0
3011;1965;69139;2014-01-27;Saudi Arabia;2014-04-12;86;12;75;33;15;6;227;1;4;1;5;4;0;0;0;0;0;0;0
4964;1958;74250;2014-01-26;Canada;2014-04-19;680;11;392;75;0;0;1158;1;2;11;4;1;0;0;0;0;0;0;0
10770;1959;65492;2014-01-26;Canada;2014-02-02;247;161;295;210;85;47;1045;2;4;7;13;2;0;0;0;0;0;0;0
7270;1981;56981;2014-01-25;Saudi Arabia;2014-02-15;908;48;217;32;12;24;1241;1;2;3;13;6;0;1;0;0;0;0;0
437;1976;75012;2014-01-25;Australia;2014-03-08;294;142;218;164;58;151;1027;1;3;8;11;1;0;0;0;0;0;0;0
5278;1964;82224;2014-01-25;Germany;2014-03-27;307;26;360;138;31;40;902;1;6;9;5;3;0;0;0;1;0;0;0
10951;1968;45688;2014-01-25;Spain;2014-02-18;279;0;18;0;0;9;306;2;3;1;8;4;0;1;0;0;0;0;0
10157;1965;59686;2014-01-25;Canada;2014-05-15;89;15;89;34;42;5;274;1;4;1;6;4;0;0;0;0;0;0;0
1592;1970;90765;2014-01-24;Canada;2014-04-12;547;99;812;151;82;33;1724;0;4;6;5;1;0;0;1;1;0;0;0
9559;1961;57072;2014-01-24;Canada;2014-03-18;944;0;60;0;0;30;1034;2;7;5;13;5;1;0;0;0;0;0;0
8235;1956;69245;2014-01-24;Saudi Arabia;2014-05-03;428;30;214;80;30;61;843;2;6;5;10;3;0;0;0;0;0;0;0
5046;1958;78331;2014-01-23;Saudi Arabia;2014-04-27;756;138;354;160;169;61;1638;2;10;6;7;4;0;0;0;0;0;0;0
4331;1978;85738;2014-01-23;Spain;2014-02-11;913;26;376;17;26;13;1371;1;3;6;11;1;0;1;1;0;0;0;0
2410;1969;81657;2014-01-22;Spain;2014-02-19;364;40;425;158;60;50;1097;1;3;4;8;1;0;0;0;0;0;0;0
10855;1968;50014;2014-01-22;Spain;2014-04-26;234;14;77;19;10;42;396;2;4;1;8;5;0;0;0;0;0;0;0
1399;1958;72905;2014-01-21;Spain;2014-04-26;407;114;445;181;165;203;1515;1;3;7;9;1;0;0;0;1;0;0;0
8659;1952;69805;2014-01-21;Germany;2014-06-24;750;71;174;13;10;20;1038;2;6;8;11;2;0;0;0;0;0;0;0
4954;1956;48195;2014-01-21;Spain;2014-02-08;106;27;68;52;7;5;265;6;4;2;5;6;0;0;0;0;0;0;0
771;1967;54178;2014-01-21;Germany;2014-03-19;135;9;39;4;0;7;194;1;2;2;5;2;0;0;0;0;0;0;0
3283;1972;70932;2014-01-19;Spain;2014-02-17;200;193;100;46;185;185;909;2;6;2;12;3;0;0;0;0;0;0;0
5324;1981;58293;2014-01-19;USA;2014-03-15;173;43;118;46;27;15;422;5;5;3;6;5;0;0;0;0;0;0;0
4084;1975;60934;2014-01-17;Canada;2014-04-20;224;155;155;192;93;54;873;2;6;4;11;4;0;0;0;0;0;0;0
5136;1973;65333;2014-01-17;Canada;2014-06-14;654;7;92;0;15;30;798;7;9;4;8;6;0;1;1;0;0;0;0
5939;1971;38232;2014-01-17;Spain;2014-05-05;43;5;28;7;6;33;122;4;3;1;3;5;0;0;0;0;0;0;0
10681;1970;62466;2014-01-15;Spain;2014-04-21;129;129;259;168;121;83;889;5;6;3;12;4;0;0;0;0;0;0;0
5156;1970;62466;2014-01-15;Spain;2014-06-15;129;129;259;168;121;83;889;5;6;3;12;4;0;0;0;0;0;0;0
5758;1982;65169;2014-01-14;Spain;2014-02-06;1074;0;69;0;0;46;1189;1;10;4;13;6;1;0;1;1;1;1;0
10925;1983;76630;2014-01-14;Saudi Arabia;2014-03-23;255;31;446;40;56;175;1003;1;3;10;11;1;0;0;0;0;0;0;0
5848;1970;81205;2014-01-13;India;2014-05-26;724;74;929;97;55;130;2009;1;5;6;7;2;1;0;1;0;1;1;0
10660;1957;66726;2014-01-12;Spain;2014-05-23;349;7;35;0;0;47;438;3;8;2;4;7;0;1;0;0;0;0;0
4047;1954;65324;2014-01-11;USA;2014-03-23;384;0;102;21;32;5;544;3;6;2;9;4;0;0;0;0;0;0;0
9477;1954;65324;2014-01-11;India;2014-06-18;384;0;102;21;32;5;544;3;6;2;9;4;0;0;0;0;0;0;0
4609;1966;57705;2014-01-11;Spain;2014-04-30;383;0;53;6;4;40;486;3;8;1;6;6;0;0;0;0;0;0;0
8789;1989;59060;2014-01-11;Spain;2014-01-23;35;40;111;36;40;12;274;3;3;1;7;4;0;0;0;0;0;0;0
5723;1976;49187;2014-01-11;Spain;2014-04-30;81;1;31;2;1;0;116;1;1;1;5;2;0;0;0;0;0;0;0
4369;1957;65487;2014-01-10;Canada;2014-01-30;240;67;500;199;0;163;1169;3;3;5;6;2;0;0;0;0;0;0;0
10652;1957;65487;2014-01-10;Canada;2014-01-19;240;67;500;199;0;163;1169;3;3;5;6;2;0;0;0;0;0;0;0
4286;1970;57642;2014-01-09;India;2014-04-01;580;6;58;8;0;27;679;3;7;6;6;4;1;0;0;0;0;0;0
10955;1964;85620;2014-01-07;Spain;2014-05-16;416;46;925;60;107;46;1600;1;3;6;4;1;0;0;0;0;0;1;0
9206;1968;77382;2014-01-07;Spain;2014-04-03;491;48;231;112;105;134;1121;2;5;7;12;1;0;0;1;0;0;0;0
9353;1959;62450;2014-01-06;India;2014-03-05;515;47;267;62;66;38;995;2;5;5;4;3;0;1;0;0;0;0;0
1158;1966;48877;2014-01-05;Spain;2014-01-31;102;1;15;2;0;24;144;1;3;0;4;7;0;0;0;0;0;0;0
8182;1984;23228;2014-01-05;Canada;2014-05-22;53;3;49;7;4;5;121;4;3;0;4;8;0;0;0;0;0;0;0
2564;1953;61278;2014-01-04;Spain;2014-03-09;111;3;28;2;6;15;165;2;3;1;4;6;0;0;0;0;0;0;0
8318;1979;90300;2014-01-03;Spain;2014-05-18;594;134;786;33;134;57;1738;0;5;6;8;1;0;0;1;0;0;0;0
7732;1978;64813;2014-01-02;Spain;2014-04-06;293;0;124;179;97;52;745;1;7;2;10;5;0;0;0;0;0;0;0
9937;1979;70337;2014-01-02;USA;2014-02-16;187;81;149;25;43;91;576;1;2;2;12;1;0;0;0;0;0;0;0
176;1980;67506;2014-01-02;Spain;2014-04-12;90;38;67;33;36;67;331;1;4;1;6;3;0;0;0;0;0;0;0
1992;1964;60597;2014-01-01;Spain;2014-04-14;522;0;257;32;16;66;893;4;2;2;8;7;0;0;0;1;0;1;0
7244;1951;;2014-01-01;Australia;2014-01-21;48;5;48;6;10;7;124;3;2;1;4;6;0;0;0;0;0;0;0
6974;1972;83443;2013-12-31;Germany;2014-01-13;518;42;742;55;56;84;1497;1;6;10;5;2;0;0;0;0;0;0;0
4339;1970;67353;2013-12-31;Australia;2014-03-27;702;17;151;0;8;35;913;5;5;6;12;2;0;0;0;0;0;0;0
3602;1958;51412;2013-12-31;Spain;2014-02-13;140;3;29;4;5;14;195;2;3;2;4;4;0;0;0;0;0;0;0
3139;1982;74116;2013-12-30;Saudi Arabia;2014-05-31;871;111;704;145;55;166;2052;1;4;4;10;2;0;1;0;0;0;0;0
1542;1975;56243;2013-12-30;USA;2014-02-16;347;0;35;4;3;7;396;6;4;2;8;5;0;0;0;0;0;0;0
1065;1963;80695;2013-12-29;USA;2014-01-05;557;129;984;193;37;18;1918;1;5;8;5;2;0;0;0;0;0;0;0
1137;1964;81246;2013-12-29;Spain;2014-04-21;398;190;537;61;156;37;1379;1;4;5;7;1;1;0;0;1;0;0;0
7254;1969;38361;2013-12-27;Saudi Arabia;2014-05-10;39;0;56;20;8;14;137;3;3;1;3;7;0;0;0;0;0;0;0
8775;1969;38361;2013-12-27;Australia;2014-05-11;39;0;56;20;8;14;137;3;3;1;3;7;0;0;0;0;0;0;0
10505;1960;73113;2013-12-26;Saudi Arabia;2014-04-04;741;19;154;50;9;28;1001;1;3;4;7;2;0;0;0;0;0;0;0
968;1968;41335;2013-12-26;Australia;2014-06-27;112;19;21;16;14;5;187;3;4;1;4;7;0;0;0;0;0;0;0
4096;1968;41335;2013-12-26;USA;2014-04-15;112;19;21;16;14;5;187;3;4;1;4;7;0;0;0;0;0;0;0
5084;1975;58330;2013-12-25;Spain;2014-01-07;445;53;213;104;98;151;1064;1;6;4;13;4;0;0;0;0;0;0;0
7094;1975;58330;2013-12-25;Germany;2014-02-27;445;53;213;104;98;151;1064;1;6;4;13;4;0;0;0;0;0;0;0
2712;1956;71866;2013-12-25;Australia;2014-05-27;184;178;178;103;39;33;715;1;6;3;10;3;0;0;0;0;0;0;0
2612;1987;75794;2013-12-24;Saudi Arabia;2014-05-02;754;160;625;63;32;48;1682;1;7;5;12;3;0;0;0;1;0;0;0
5025;1979;48526;2013-12-24;Spain;2014-05-03;23;17;23;43;20;9;135;1;2;1;4;3;0;0;0;0;0;0;0
10394;1984;90000;2013-12-23;Canada;2014-01-11;675;144;133;94;192;241;1479;1;4;8;5;1;1;0;1;1;0;0;0
9596;1980;65295;2013-12-23;USA;2014-01-15;365;32;117;34;110;6;664;1;3;3;13;2;0;0;0;0;0;0;0
1142;1953;55707;2013-12-22;Spain;2014-03-24;208;7;82;30;66;35;428;2;3;2;9;3;0;0;0;0;0;0;0
9699;1966;67272;2013-12-21;Spain;2014-04-15;357;35;271;28;28;14;733;3;6;2;12;5;0;0;0;0;0;0;0
4756;1952;63998;2013-12-20;Spain;2014-02-12;176;29;818;0;33;112;1168;1;7;6;11;4;0;0;0;0;0;1;0
6327;1967;65777;2013-12-19;USA;2014-04-14;565;32;435;28;32;54;1146;1;2;8;6;1;0;0;0;0;0;0;0
9349;1985;92533;2013-12-19;Germany;2014-05-11;693;21;118;110;147;42;1131;1;6;5;11;2;0;0;1;1;0;0;0
2579;1957;71113;2013-12-17;Spain;2014-06-14;495;33;255;11;33;8;835;4;6;7;9;4;0;0;0;0;0;0;0
8402;1953;67087;2013-12-17;Australia;2014-05-18;329;35;222;130;35;43;794;2;7;5;8;4;0;0;0;0;0;0;0
4120;1975;49514;2013-12-17;India;2014-06-03;88;39;78;58;13;93;369;2;6;1;4;7;0;0;0;0;0;0;0
3050;1966;54198;2013-12-17;Spain;2014-04-03;185;0;28;3;2;17;235;6;3;1;6;4;0;0;0;0;0;0;0
10949;1963;72968;2013-12-16;Spain;2013-12-26;1092;37;592;145;37;55;1958;1;5;5;8;3;0;0;0;1;0;1;0
2930;1978;68092;2013-12-16;Saudi Arabia;2014-02-24;852;60;207;78;36;48;1281;2;2;6;10;5;0;0;0;0;0;0;0
3197;1980;77353;2013-12-16;Spain;2013-12-19;275;59;107;69;101;59;670;2;6;4;8;4;0;0;0;0;0;0;0
569;1991;90273;2013-12-14;Spain;2013-12-27;704;129;853;120;74;111;1991;1;5;6;7;2;0;1;1;1;0;1;0
310;1970;61872;2013-12-13;Canada;2014-01-09;330;5;159;36;27;16;573;4;4;4;9;4;0;0;0;0;0;0;0
3376;1970;55282;2013-12-13;Spain;2014-04-22;125;6;73;8;4;19;235;1;3;1;6;4;0;0;0;0;0;0;0
1915;1951;78939;2013-12-12;Germany;2014-04-04;794;115;243;150;0;205;1507;1;8;5;6;3;0;0;0;0;0;0;0
5177;1974;58494;2013-12-12;Saudi Arabia;2014-06-17;298;7;68;4;0;19;396;2;6;2;6;6;0;0;0;0;0;0;0
4246;1982;6560;2013-12-12;Spain;2014-05-09;67;11;26;4;3;262;373;0;1;0;1;17;0;0;0;0;0;0;0
10424;1968;75922;2013-12-09;Saudi Arabia;2014-01-08;265;138;553;224;23;92;1295;1;4;4;9;1;0;0;0;0;0;0;0
5642;1979;62499;2013-12-09;Spain;2014-05-11;140;4;61;0;13;4;222;2;3;1;6;4;0;0;0;0;0;0;0
8008;1983;36075;2013-12-09;Spain;2014-04-06;46;0;30;12;1;30;119;1;2;0;4;6;0;0;0;0;0;0;0
10530;1959;67786;2013-12-07;India;2014-02-27;431;82;441;80;20;102;1156;1;3;6;6;1;0;0;0;0;0;1;0
6237;1966;7144;2013-12-07;Spain;2013-12-08;81;4;33;5;2;291;416;0;23;1;1;0;0;0;0;0;0;0;0
8527;1965;65735;2013-12-07;Spain;2014-05-22;239;7;119;4;15;11;395;5;6;2;6;7;0;0;0;0;0;0;0
11191;1986;41411;2013-12-07;Spain;2014-03-26;37;32;38;11;3;18;139;1;2;1;4;6;0;0;0;0;0;0;0
6049;1982;73450;2013-12-05;Spain;2014-01-15;1142;51;415;90;69;37;1804;1;7;8;11;3;1;0;0;1;0;0;0
9907;1969;66476;2013-12-04;Germany;2014-04-08;742;28;152;25;9;57;1013;2;6;8;10;4;0;0;0;0;0;0;0
2727;1973;57100;2013-12-04;Saudi Arabia;2014-06-28;181;21;69;39;3;96;409;1;3;3;6;3;0;0;0;0;0;0;0
4368;1980;47850;2013-12-03;Spain;2014-04-23;42;7;43;20;12;10;134;1;3;0;4;6;0;0;0;0;0;0;0
10584;1976;65665;2013-12-02;Spain;2013-12-18;225;162;387;106;36;29;945;1;5;10;8;3;0;0;0;0;0;0;0
4646;1951;78497;2013-12-01;Canada;2014-01-25;207;26;447;75;0;223;978;1;5;7;12;2;0;0;0;1;0;0;0
6935;1951;78497;2013-12-01;India;2014-05-14;207;26;447;75;0;223;978;1;5;7;12;2;0;0;0;1;0;0;0
6131;1980;70829;2013-12-01;Spain;2014-05-10;141;70;106;72;19;23;431;2;4;2;8;3;0;0;0;0;0;0;0
5474;1970;43020;2013-11-30;USA;2014-03-01;45;7;99;4;25;43;223;3;4;1;4;6;0;0;0;0;0;0;0
907;1975;46149;2013-11-29;Spain;2014-05-06;254;6;71;4;0;27;362;5;5;1;7;5;0;0;0;0;0;0;0
286;1952;44213;2013-11-29;Spain;2014-02-27;95;11;35;0;4;7;152;4;2;1;5;6;0;0;0;0;0;0;0
9529;1990;73687;2013-11-28;Saudi Arabia;2014-01-31;559;153;503;218;13;181;1627;1;3;9;9;2;0;0;0;1;0;1;0
10678;1959;71232;2013-11-28;Spain;2014-04-07;653;17;170;34;26;17;917;2;11;2;10;7;0;0;0;0;0;0;0
4322;1958;77863;2013-11-27;Spain;2014-01-19;881;38;319;16;25;12;1291;1;4;5;10;2;0;0;0;0;0;0;0
5796;1963;77437;2013-11-26;Spain;2014-02-12;560;21;442;29;44;29;1125;1;4;5;13;1;0;0;1;0;0;0;0
3799;1955;67225;2013-11-26;USA;2014-05-24;315;35;322;46;7;143;868;3;7;2;11;5;0;0;0;0;0;0;0
6261;1979;58025;2013-11-26;India;2014-05-22;270;31;88;11;48;22;470;3;3;2;10;4;0;0;0;0;0;0;0
8164;1978;82170;2013-11-25;Saudi Arabia;2014-04-24;1023;93;651;49;55;37;1908;1;5;6;7;2;0;0;0;0;0;0;0
6694;1964;75236;2013-11-25;Spain;2014-04-05;438;66;400;12;38;114;1068;1;8;3;13;4;0;0;0;0;0;0;0
6303;1986;91820;2013-11-23;Canada;2014-01-07;410;73;747;76;161;30;1497;0;5;5;12;1;0;0;0;0;0;0;0
6086;1955;80395;2013-11-23;Australia;2014-02-07;445;25;706;80;76;48;1380;1;6;5;12;2;0;0;0;1;0;0;0
9790;1957;78499;2013-11-23;Canada;2013-12-13;912;72;170;47;36;97;1334;1;11;3;4;4;0;0;1;0;0;1;0
5798;1973;;2013-11-23;Germany;2014-02-02;445;37;359;98;28;18;985;1;2;4;8;1;0;0;0;0;0;0;0
5626;1964;61798;2013-11-23;Spain;2014-03-29;338;4;89;11;8;13;463;1;4;2;9;4;0;0;0;0;0;0;0
1966;1965;84618;2013-11-22;Australia;2014-03-23;684;100;801;21;66;0;1672;1;6;9;10;2;0;0;1;0;0;0;0
7789;1965;84618;2013-11-22;Spain;2014-04-05;684;100;801;21;66;0;1672;1;6;9;10;2;0;0;1;0;0;0;0
10150;1961;86429;2013-11-21;Saudi Arabia;2014-01-31;464;28;873;29;18;37;1449;0;7;4;7;2;0;0;0;1;0;1;0
10727;1970;69084;2013-11-19;Spain;2014-06-30;1181;107;199;39;30;30;1586;2;7;3;13;8;0;0;0;0;0;0;0
5299;1970;69084;2013-11-19;Spain;2014-03-26;1181;107;199;39;30;30;1586;2;7;3;13;8;0;0;0;0;0;0;0
749;1981;42162;2013-11-19;Spain;2014-04-02;46;7;59;2;4;27;145;2;3;1;3;6;1;0;0;0;0;1;0
10573;1953;62551;2013-11-18;India;2014-02-24;125;16;98;134;21;27;421;1;6;7;4;3;1;0;0;0;0;0;0
10673;1976;68397;2013-11-17;Saudi Arabia;2013-12-15;760;80;466;17;13;80;1416;1;6;9;5;3;0;0;0;0;0;0;0
6357;1959;59052;2013-11-17;Saudi Arabia;2014-04-10;230;35;75;63;57;31;491;3;7;1;7;5;0;0;0;0;0;0;0
2625;1954;42607;2013-11-17;Saudi Arabia;2014-06-05;156;29;56;30;32;47;350;2;3;2;7;3;0;0;0;0;0;0;0
146;1960;76045;2013-11-15;Spain;2014-04-13;760;53;400;17;93;0;1323;1;4;5;11;2;0;0;0;1;0;0;0
2125;1959;63033;2013-11-15;USA;2013-12-12;194;61;480;225;112;30;1102;1;3;4;8;2;0;0;0;0;0;0;0
8180;1952;59354;2013-11-15;USA;2014-05-27;233;2;53;3;5;14;310;3;6;1;5;6;0;0;0;0;0;0;0
11084;1976;65104;2013-11-14;Canada;2013-12-31;738;0;232;13;20;50;1053;2;3;5;7;7;0;0;0;0;0;1;0
5172;1976;65104;2013-11-14;Spain;2014-04-18;738;0;232;13;20;50;1053;2;3;5;7;7;0;0;0;0;0;0;0
2075;1969;72460;2013-11-14;Saudi Arabia;2014-03-18;377;10;540;80;30;10;1047;1;3;5;7;1;0;0;0;0;0;0;0
6246;1953;73892;2013-11-13;Canada;2013-11-28;703;102;601;0;58;43;1507;1;3;11;8;1;0;0;0;0;0;1;0
1604;1960;47353;2013-11-13;Spain;2014-04-19;184;2;19;8;8;4;225;3;2;2;6;5;0;0;0;0;0;0;0
7755;1954;57744;2013-11-12;Spain;2014-06-28;350;3;39;0;0;19;411;2;9;1;4;8;0;0;0;0;0;0;0
4501;1965;69882;2013-11-10;Spain;2014-03-21;292;127;635;132;127;165;1478;1;3;7;9;1;0;0;0;0;0;0;0
1411;1952;82623;2013-11-10;Spain;2014-05-12;204;34;204;172;153;173;940;1;2;9;4;1;0;0;0;0;0;0;0
5763;1972;49854;2013-11-10;Canada;2014-04-12;123;17;171;39;0;30;380;5;6;2;5;6;0;0;0;0;0;0;0
8492;1978;75437;2013-11-09;Spain;2014-03-06;795;0;545;95;58;0;1493;1;8;4;10;6;0;0;0;1;0;0;0
10379;1962;59247;2013-11-08;Spain;2014-04-12;327;9;122;19;14;83;574;5;5;2;9;6;0;0;0;0;0;0;0
5113;1971;86979;2013-11-07;Spain;2014-02-23;584;100;835;65;83;35;1702;1;5;5;5;2;1;0;0;0;0;1;0
4654;1992;75114;2013-11-07;Saudi Arabia;2014-05-08;571;12;523;63;60;24;1253;1;3;10;5;2;0;0;0;0;0;0;0
2698;1976;47025;2013-11-07;USA;2014-01-16;254;7;108;20;0;26;415;3;6;3;5;6;0;0;0;0;0;0;0
7426;1971;54690;2013-11-07;Spain;2014-06-30;111;16;37;7;9;18;198;3;3;1;5;3;0;0;0;0;0;0;0
8360;1971;54690;2013-11-07;Spain;2014-06-22;111;16;37;7;9;18;198;3;3;1;5;3;0;0;0;0;0;0;0
701;1971;73691;2013-11-06;Spain;2014-04-07;707;21;250;85;43;73;1179;2;6;2;8;2;1;0;0;0;0;0;0
7143;1955;74805;2013-11-06;Spain;2014-02-17;209;162;209;41;162;37;820;5;4;7;10;2;0;0;0;0;0;0;0
10232;1963;48799;2013-11-05;Spain;2014-04-08;174;18;81;28;6;24;331;3;3;2;7;3;0;0;0;0;0;0;0
7281;1959;;2013-11-05;Australia;2014-02-07;81;11;50;3;2;39;186;1;1;3;4;2;0;0;0;0;0;0;0
4599;1976;49681;2013-11-04;Canada;2013-12-26;411;0;26;0;0;21;458;6;7;1;7;7;0;0;0;0;0;0;0
879;1976;49681;2013-11-04;Saudi Arabia;2013-12-20;411;0;26;0;0;21;458;6;7;1;7;7;0;0;0;0;0;0;0
10888;1961;45938;2013-11-03;USA;2014-05-04;273;11;178;62;83;29;636;2;8;4;6;6;0;0;0;0;0;0;0
3281;1960;49154;2013-11-03;Spain;2013-11-10;206;10;67;30;27;71;411;6;4;1;8;6;0;0;0;0;0;0;0
9097;1956;46086;2013-11-03;Spain;2014-05-13;244;8;32;7;2;50;343;4;3;1;8;4;0;0;0;0;0;0;0
6637;1988;66951;2013-11-02;India;2014-05-30;277;162;305;173;76;124;1117;1;3;4;7;1;0;0;0;0;0;0;0
5077;1979;77298;2013-11-02;Canada;2013-11-15;425;115;292;23;35;79;969;1;6;6;11;3;0;0;0;0;0;0;0
6173;1979;77298;2013-11-02;Spain;2013-11-29;425;115;292;23;35;79;969;1;6;6;11;3;0;0;0;0;0;0;0
3969;1974;43018;2013-11-01;Germany;2014-05-24;35;4;17;7;6;64;133;1;2;2;2;5;0;0;0;0;0;0;0
3388;1967;70844;2013-10-30;Germany;2014-03-20;129;26;67;3;67;2;294;5;6;1;5;7;0;0;0;0;0;0;0
1676;1975;43057;2013-10-30;Spain;2014-02-17;213;2;44;0;2;5;266;4;4;2;5;5;0;0;0;0;0;0;0
2894;1985;72903;2013-10-29;Spain;2014-04-05;1067;138;750;0;19;39;2013;1;7;5;8;4;0;1;1;1;0;1;0
11075;1978;51267;2013-10-29;Canada;2014-04-17;183;2;64;7;2;12;270;4;3;3;5;4;0;0;0;0;0;0;0
313;1968;73455;2013-10-28;Saudi Arabia;2013-12-25;901;61;757;186;163;20;2088;1;6;5;10;3;0;1;0;0;0;0;0
6406;1988;78285;2013-10-28;Germany;2014-02-14;647;107;391;175;67;40;1427;1;6;4;10;3;0;0;0;0;0;0;0
9185;1966;69759;2013-10-28;Spain;2014-06-28;452;20;514;13;30;0;1029;3;4;6;5;3;0;0;0;0;0;1;0
5286;1987;41020;2013-10-28;Canada;2013-11-16;112;1;54;7;7;36;217;1;3;2;4;3;0;0;0;0;0;0;0
2324;1972;77044;2013-10-27;Spain;2014-01-16;625;38;242;50;34;76;1065;2;7;11;11;4;1;0;0;0;0;0;0
7409;1970;53187;2013-10-26;Spain;2013-10-28;211;2;30;7;7;10;267;2;4;1;6;5;0;0;0;0;0;0;0
4580;1969;75759;2013-10-25;Saudi Arabia;2014-04-10;1394;22;708;89;91;182;2486;1;9;7;9;5;1;0;1;1;0;1;0
1232;1982;70038;2013-10-25;Germany;2014-06-01;587;54;348;71;54;130;1244;1;4;4;8;2;0;0;0;0;0;0;0
2345;1982;70038;2013-10-25;Australia;2013-10-28;587;54;348;71;54;130;1244;1;4;4;8;2;0;0;0;0;0;0;0
3967;1971;78931;2013-10-25;Canada;2014-01-16;331;197;170;58;152;35;943;1;2;8;13;1;0;0;0;0;0;0;0
10323;1952;49413;2013-10-25;Spain;2013-11-01;205;7;41;3;2;46;304;2;4;2;5;5;0;0;0;0;0;0;0
1628;1971;71796;2013-10-24;Saudi Arabia;2014-05-27;354;21;311;167;75;32;960;1;9;3;4;4;0;0;0;0;0;0;0
10120;1955;38946;2013-10-24;USA;2013-12-09;116;6;82;6;6;41;257;2;3;1;6;5;0;0;0;0;0;0;0
4541;1955;38946;2013-10-24;Canada;2014-06-03;116;6;82;6;6;41;257;2;3;1;6;5;0;0;0;0;0;0;0
6616;1975;59481;2013-10-23;Spain;2014-04-30;178;3;85;71;66;58;461;2;3;3;8;2;0;0;0;0;0;0;0
2895;1963;49980;2013-10-23;India;2013-12-31;104;1;54;13;9;14;195;2;3;1;5;5;0;0;0;0;0;0;0
7165;1972;64474;2013-10-22;Spain;2014-03-25;381;35;172;56;86;93;823;2;8;2;10;5;0;0;0;0;0;0;0
2552;1955;55521;2013-10-22;Spain;2014-06-07;416;0;26;0;0;4;446;9;6;3;6;7;0;1;0;0;0;1;0
5080;1993;70515;2013-10-21;Mexico;2014-01-22;420;0;452;182;64;140;1258;1;6;6;4;2;0;0;0;0;0;1;0
7352;1957;55267;2013-10-21;Canada;2014-05-07;161;28;136;32;3;45;405;4;3;4;6;3;0;0;0;0;0;0;0
